"text","stars"
"Nice spot, great food, good service and fair prices: easy 5 stars!The restaurant itself is simple but nice and super clean. Since every table has a grill...","5"
"Came here and ordered one okonomiyaki; an om-soba, and 2 asahi beers. Service was top notch and the okonomiyaki chef was fantastic. Be sure to call ahead...","5"
"Awe, Padella! This restaurant is highly recommended. That could be the review, and it would be all you need to know about the restaurant before trying to...","5"
"Very good Pasta place although the wait may be quite long.I had Pici Cacio e Pepe which I liked as the pasta was properly cooked and the sauce was tasty...","4"
"Oh Padella, you're everything I was expecting and more! I both read about and heard about Padella before my trip so I marked it on my list of places to try....","5"
"This place is so so cute on the outside as well as the inside. The only reason we came here for breakfast was because it opened early enough to move along...","5"
"This place is honestly wayyyy over hyped...price is in line with much other restaurants for same quality breakfasts if not better.Espresso was Luke warm...","1"
"By far one of my most favorite breakfast places in London! If you're in the area I highly recommend making time to go. It's super small inside and its...","5"
"Visiting from Los Angeles, we drove quite a long way from our hotel to this place and couldn't be more satisfied with our decision. Such wonderful...","5"
"Nice place for Fish and Chips but not exceptional. Probably I had too high expectations. Service is very kind though.I had a Rock and I tried a bite of...","3"
"The hype is REAL! The Golden Chippy is truly the best fish & chips in London!I'd like to preface this review that I'm the type of diner that does not...","5"
"What a great find just off the bustling Carnaby St. A good range of Mash and a choice of fabulous tasting sausages or pies. The gravy choices caused another...","5"
"Very nice place for Pies where you can select among several options of pies, mashes and gravies.I had a Chicken, Leek and Bacon Pie with Sweet Potatoes...","4"
"Bangers and mash is an English dish that I like to have when visiting the UK. I found this restaurant through Yelp. It's a very small restaurant in an...","4"
"I knew from the moment I walked in, that Honey & Co was going to be the kind of place I liked. Small, friendly space and a short menu are both things that...","5"
"READ THIS BEFORE YOU GO HERE!!! A BEWARE A LOT OF THE REVIEWERS IN UK GIVE UNRELIABLE REVIEWS.Firstly, i found this restaurant because its around my area...","3"
"Expensive, slow, and salty. I was excited to try this place and decided to go all in on the main + tasting menu option so as to get the full experience...","3"
"Afternoon Tea? Let's elevate tea with caviar and art. Cheerio sketch in Mayfair, London is a destination for food, drinks, music & art, comprising an...","5"
"Is it a bit overpriced? Arguable.Is it an amazing experience for the senses? Absolutely.Staff is always kind & knowledgeable. The tea sandwiches are...","5"
"My party and I overall found the food here to be a disappointment. The onion ring tower is a spectacle, but as we went down the tower the onion inside was...","2"
"Cheap with good food. Would be coming back for after clubbing night out since it opens till very late. Very recommended for those who needs comfort food at...","4"
"Food is just fine. The restaurant is pretty small and narrow. Not a pleasant eating environment.","3"
"We got to our hotel somewhere in between early and mid morning and were starving. There weren't many restaurants in the area that were open yet. It was a...","4"
"London is OPEN and so is FFIONA'S..........went tonight and dinner was ffabulous  . Real Food is back so nice to be back in the UK and a meal better than my...","5"
"We are in London for a wedding. We went to a recommended place to eat only to find they closed early. We were walking to another place when we saw Ffiona's....","5"
"I love this place . Small so you feel at home . Fiona was very nice . Everyone was working hard non stop , We had the eggs Benedict special and it was so...","5"
"Great food. Great atmosphere.We found the menu a little confusing but the staff were more than willing to help.Well worth a visit if you like traditional...","4"
"It's been on my list to dine for a long time, and we finally managed it.  We visited there for a light dinner and ordered Cochinita Pibil Tacos and Mole...","3"
"I cannot say enough about this place!!! The best nachos, tacos and Margaritas in London. Hands down the BEST!!! The service was amazing  we will be making...","5"
"didnt order but i sat outside and had a pot noodle. flavorsome but a bit too salty imo","5"
"I booked a table to have a Sunday roast. It came highly recommended and it didn't disappoint. The server recommended the fillet cut of meat. He described...","5"
"Loved all the cuts we tried and shared (so we could have a variety), bone Marrow with caramelized onions accompanied our chateaubriand and bone-in ribeye,...","5"
"Great experience overall. Place's very authentic, great staff, really good atmosphere.Burger was small but really good, chips were great, local IPA...","5"
"Probably the most liked pub of my trip. Food was good, ambience good, staff was kind. We got the steak and the fish and chips, both were tasty. I like the...","4"
"This is a very ornately decorated and cozy pub. The staff are very friendly and there are a good variety of beers on tap and by the bottle.  They also serve...","5"
"Such a fun place! Walk in and it's dimly lit and has a bar/club type feel. Then they take you downstairs and you're in an underground tavern/open room type...","4"
"Tipsily walked into this restaurant after grabbing a few drinks at the nearby pubs. Bigger than it looks from the outside as the top floor leads into the...","4"
"Great food, interior, vibes, and excellent cocktails! A must go restaurant! The pork dish was really good, highly recommend it!","5"
"My first review of 2020! I was in Europe for 2 weeks recently, and my meal at Duck & Waffle was one of the best breakfasts of my entire trip! This place...","5"
"One of the quick and great meals we had in London was at Duck and Waffle, what a great concept?!!The interior is modern rustic and very inviting, the...","4"
"I came in on a Friday around 11. There was only 2 other tables in the restaurant so the service was good. I ordered the duck and waffle as it is their...","5"
"Amazing food and service. This place is ideally situated in the middle of central London. Quite busy usually so make a reservation ahead of time. Our server...","5"
"Food: B&L ComboThe Burger and Lobster Combo is a great pick if you want to get a variety of foods with a lobster, burger, chips, and salad included. We...","4"
"You don't find many burger joints that also have Lobster/seafood so we decided to give B&L a try.  It was busy around 7:30 Wednesday evening.  A 1/2 hour...","4"
"Honestly, I didn't have high expectations before coming to this place, I thought people came here for the views. But surprisingly, it exceeded my...","4"
"While visiting London, this place was on our must see list. It is located on the 40th floor in one of the tallest buildings in London. The elevator ride is...","4"
"What a great place and great food high end service great atmosphere great view I have a daughter that lives in London so this is our tradition to have...","5"
"Tacos in Brixton? Yeah, and they were pretty fuggin' good!Maria Sabina is located inside of ""Pop Brixton"", a shipping container park filled with local...","4"
"One cold night, post crazy golf, my friend and I set off in search in food.. She recommended going to Pop Brixton, and while we were there we stumbled upon...","4"
"This is a sad day for me..... I really wanted to give this higher marks however, there were too many flaws in my meal for me to overlook them.OK let's...","2"
"The ambiance is gorgeous from the second you walk in and regardless of where in the spacious restaurant you are seated it is a lovely sight.Our waitress...","5"
"The ambiance inside is truly incredible - it feels extremely festive and I think it's perfect to bring families and friends out of town to catch up or...","4"
"Didn't love it didn't hate it. This place strikes me as a solid option for a quick and decent meal. The prices aren't too offensive, but the food didn't...","3"
"10/10 recommend!Good cocktails to have as an aperitif. The NOPI Negroni was very good. The starters are great for sharing with really creative and...","5"
"Lovely food and service.  Unique flavours that intrigue and challenge the palate. Tried a few items of the small plates menu and all were delicious.  Good...","4"
"This restaurant was recommended by my brother-in-law. He owns the chef's cookbook and the recipes are incredible! So we had to try it out. Since it was...","5"
"Just like in China.  Full of Chinese customers on Sunday afternoon.  Ready to queue up at 5pmExcellent food and service.  Just like in China.  Selection of...","5"
"As usual hdl always keeping it good and never disappoints me even though it is quite expensive still worth it to eat here everything was lovely and meets my...","4"
"I've never been to a Hai Di Lao branch until the one in London opened and I'm impressed!The service is impeccable! While you wait for a table, there is a...","5"
"Coffee is absolutely delicious. Great selection of baked goods, including a vegan option which changes daily, and alternative milks. Staff are very...","5"
"The racist staff at their Bethnal Green store posted the racist comment, ""This is the longest that something made in China has ever lasted."" Never mind that...","1"
"They make perfect flat white, I love the fruity taste. Nice and comfortable place, friendly people.I miss the crowd in the shop before this COVID-19...","5"
"We came here at about 5pm on a Tuesday evening. My cousin, a local, told us they dont accept reservations after 5pm so you have to queue up for dinner....","5"
"I live in the USA. The indian food I am used to getting here is good. My experience at Dishoom was great! The menu was a bot different to what I'm used to,...","4"
"Love the food and menu options Eclectic vibe Chris Wall was my waiter he just does his job so well Will come back Seated quickly , all staff super...","5"
"Good place for a Bibimbap. To try something different, I had a Bibimbap with mixed Mushrooms that was quite good. It is really nice that you can get a raw...","4"
"With five million-ish restaurants to choose from in the theater district, I had no idea where to start and decided to turn to Yelp to help choose. I've been...","3"
"Fantastic.Everything you want from your bibimbap - hot stone bowls, large Gochujang containers, tons of veggies.My wife and I each got Bibimbap- she got...","5"
"""My favorite stop in London ! and for years I had such a great experience here. The staff is very welcoming. They are very traditional ramen restaurant....","5"
"Honestly, the most rubbish ramen i have ever tasted. Why does this has 4 star review???? doesnt even make sense. Ippudo is bad but this is worse lol. Not...","2"
"I would say I am pretty predictable when it comes to finding ramen places.  I ALWAYS try to go to at least one ramen place wherever I am.  It doesn't always...","5"
"Super place to hang out and relax in. I loved having breakfast there on my last trip in.","5"
"To call it a gastropub is a bit of a stretch but it is a pub definitely worthy of visiting and the food is definitely good. There is a full bar, and actual...","4"
"This was the restaurant we chose for dinner our first night in London due to good reviews and a fierce craving for fish and chips. We were dismayed upon...","4"
"I walked in on a Saturday night without a reservation and was fortunate to get a table on the main floor. I learned that downstairs is the bar, the main...","5"
"I had a great dinner at the main restaurant a few months ago.  I started with the crab tartlet, then had the lamb and finished off with the hay ice cream....","5"
"One of my favorite restaurants in London! I went in December 2019, and it was the best meal I had in London. I went at lunch-time to Hide Above for the...","5"
"Great informal Thai restaurant with an inexpensive menu, the salted edamame and grilled salmon was very good. The calamari was not a favorite dish (a bit...","4"
"Atmosphere: beautiful, zen, uber feng shiu and modern. Everything is sleek and wooden, with community benches at each table. Service: upon arrival, we...","3"
"I've been here in groups, as a couple and this time on my own.The food is good and I've not had a bad meal yet.At peak times you might have to queue...","4"
"Wow, a great spot. Super busy, even on a Monday night! Be prepared to queue unless you get here early, they have some back bar spots to hang with drinks...","5"
"Oh man, so let me just say, don't count this place out just because there's several locations. It really is like a bit of Spain in London. The items here...","5"
"You know when you have something at a restaurant, and thinking about it days later still makes your mouth water? Whelp, that is how I feel about the Pan con...","5"
"I recommend this restaurant, the lamb leg and chicken are excellent, the staff is very warm~","5"
"While looking for an alternative to pub and the many Indian and Turkish places around (had to appease my picky kids) we settled on Savoie Faire based on...","5"
"Food was good and service was friendly. Overcharged on an item on the bill but server was apologetic and solved the issue when we brought it up.Our main...","2"
"Stopped at the restaurantMight be the best italian experience in londonThe beef roast was absolutely tastyAnd seafood phenomenal","5"
"Excellent food, excellent service in a very classy setting. Had truffle mushroom risotto to start with cheese and was delicious. Also bread board which was...","5"
"REALLY nice place for outdoor eating in the summer - especially when it's 10pm and it's still light out.We did charcuterie with wine.  Selection of...","4"
"When Americans think about the quintessential British Pub, they're picturing a pub like The Churchill Arms...but that's not the whole picture. The fact that...","5"
"Can here for 1.5 beers and a Pad Thai. The vibe here is really chill and the building is just gorgeous to look at with all the planters. The pad thai was...","4"
"Friendly staff. Outside flower display is beautiful and caught our eye and the reason we entered the pup.  Prices are not bad at all. Only thing like most...","4"
"Outstanding! I definitely recommend this place.I also recommend the GR - Street Burger (if you like Burgers) as well. I couldn't find it listed on here...","5"
"This pizza is very tasty. Definitely recommend this place. Thin crust.  All cooked on a Wood fired grill.I bought the bottomless pizza. 15 pounds. And...","5"
"I've been to 3 Gordon Ramsey restaurants so far and this one would be my 4th. Once again, it did not disappoint! The waitress/hostess was SO friendly....","5"
"It would be hard to go to London and not dine at Bocca Di Lupo now that I've been here twice (er... technically three times as I came for dinner and later...","5"
"Good food:We ordered the:Chicken scallopini  - great Watermelon, onion and oregano salad - good Courgette flower stuffed with mozzarella & anchovy -...","3"
"Bocca Di Lupo was somewhere I'd always been interested in trying so was delighted when my friend suggested it. We got a table at 5.15pm on Sunday having...","4"
"Trotter Nuggets: 5/5Classic Bao: 4/5Confit Pork Bao: 5/5Fried Chicken Bao: 5/5","5"
"Food: Classic Bao, Fried Chicken BaoInteresting take on Taiwanese bao! The asian fusion approach is cool, and the store has a cute aesthetic. I tried the...","4"
"Great spot for a unique take on baos.  The menu is really simple which makes ordering easy, and the servers had good suggestions on what to order. I...","4"
"I always start with the standard slice at any shop to get a feel for their pizzas. This one was phenomenal!The pizza was crispy and the dough was flavorful...","5"
"If my mom suggests, on her own volition, to purchase a whole second pie after having demolished one whole pie (which sufficiently feeds 4 adults), because...","5"
"£4 for a slice of gourmet deliciousness, what's not to like!?Homeslice is a great thin crust pizza place with options for slices or whole pies. Note that...","5"
"Metju was simply awesome, and the food was exquisite!Great atmosphere and reasonably priced.","5"
"Lovely restaurant with pavement seating, situated behind the Royal Academy. Fabulous salad lunch, great service, reasonably priced. Would definitely go again!","5"
"A famous and busy mayfair retreat clad in green and an unmistakable venue with what you expect from this established modern day classic Italian restaurant...","5"
"The food tasted divine iWell seasoned the right temperature. I recommend you to get the sweet and sour chicken, with vegetable fried rice. Also the food...","5"
"Michelin Plate in the Michelin Guide? LOLL I don't know who review this? But totally michelin reviewer don't know how to eat chinese food. Yeah they are...","2"
"Yauatcha always makes for a special experience. We went for dinner after a show at the theatre. We had a nice table in the centre of the basement...","5"
"Nothing short of classic in every way. Had a very special lunch meeting and was welcomed in, had a great table and the food was stunning. One of the most...","5"
"I've heard lovely things from others about this place and we were lucky enough to be given a Secret Santa gift card to this restaurant. A bit posh, a bit...","4"
"Never going back! Worst meal experience of my life!Simply were asked to leave the restaurant because our kids were being kids! If a restaurant is not...","1"
"Cocktail bar with restaurant at the back. Cool music that makes you want to stay. Very elaborate cocktails with smoke, liquid freezing ice and fire into the...","5"
"The Alchemist is located in the heart of Covent Garden area. One of my local friend recommend this place to me as I really enjoy the different speciality...","5"
"Fun place to grab drinks in Covent Garden! Bf was skeptical as I drag him to a lot of places that may or may not deliver, but The Alchemist won him over. We...","5"
"We came here years ago when the restaurant first opened and the only memory from that meal was a chicken dish coming to the table still pink in the middle....","5"
"I would advise you to point to this photo when you visit, order it, and thank me later.This is a delicious restaurant serving food from a region of China...","4"
"they could not stop moaning in my ear i am so scarred this is blasphemy #golliwog","1"
"A good traditional Korean restaurant. We went on a Friday evening at 7 and were seated immediately. Menu items are plenty. Had the seafood pancake, the...","4"
"Naru is a small and simple restaurant serving up some homey and classic Korean dishes.My friend and I made a reservation for a Friday night at 6:30PM. By...","4"
"Naru serves great tasting authentic Korean food, the bibimbap and kimchi here were amazing. The menu has a huge variety from jigae, kimchi pancake, bulogi...","5"
"Fantastic place for Sukiyaki; however the price is not really friendly. We got recommended by a friend with a warning that their service is not top quality...","4"
"-1 star for service. We were a group of four there for dinner. We ordered sukiyaki with wagyu beef and a separate BBQ beef tongue, and the food was really...","4"
"Food was great but service was quite horrible. Some were so rude and one girl kept getting mad at another waitress. Most of them were unresponsive and...","4"
"Amazing choice if ur tired trying to eat food food    And continue shopping .. loved it  friendly staff.. calming  Atmosphere .. chilling is my current mood...","5"
"Absolutely incredible quality of fish at this restaurant. I've been to sushi places all around the world and this place definitely made it to the top 50. I...","5"
"1. Service - the gentleman who sold us food was nice and friendly. Just walk up to the display glass and order up front, Pay for food, and your food will be...","4"
"All of the shops in the Borough market can be a little overwhelming at times.  There is just so much to see and eat.  Gastronomica got my attention with all...","4"
"I remember a poll recently on Yelp for best sandwiches in London and couldn't really think of somewhere that really stood out for me but now I've found it:...","5"
"Consistently awesome. Friendly & attentive staff, deliciousness AF, and amazing homemade tea. Nothing else to say.OK, so Yelp wants a bit more. Here goes:...","5"
"I love baos, and this was a fantastic place to try some unique ones. I got the Black Cod Bao (which I saw highly recommended from youtube), and the cod was...","5"
"Working through Timeout's cheap eats list, and BAO doesn't disappoint. Coming here on Halloween night was a nice treat given the special pumpkin and spiced...","4"
"There wasn't much available on the lunch menu. I think it's partly because the economy is just starting to pick up again and restaurants are finally...","4"
"Great food. Awesome atmosphere. And located in one of London's most poppin' neighborhoods. If you like Korean food, this is your new jam. The interior gives...","4"
"I booked Jinjuu for a celebration family dinner after  postgraduate graduation hoping that they could accommodate 5pp and wouldn't be too noisy or...","5"
"Once again! Great service, great food, great beers... My favourite place in London so far!","5"
"Made a special trip here from Richmond after seeing all the great reviews. We both love Sunday roast so were looking forward to it.  Not sure if we caught...","3"
"So came here on a whim because it was close by our hotel and boy were we in for a surprise. I believe reservations are preferred but went in anyways. Had a...","5"
"Outstanding food. I would go back to London's just to eat here again. We were so impressed we had appetizers, entrees, and then dessert.Environment: we got...","5"
"I've been to Wahaca twice and have enjoyed both of my visits. Love the casual vibe and the friendly service here. It's open till late, the prices are...","4"
"I stumbled upon Wahaca walking home from work with a friend, and I am so glad I did! We were drawn in by the trendy atmosphere and patio, and a love for...","5"
"I've lived in England for 5 years while serving in the military and back then I never had a proper English Breakfast.  Back then, English cuisine wasn't the...","5"
"Amazing place for pancakes lovers like me !The place is really busy so I recommend to book in advance to guarantee a seat, especially on Sundays. The menu...","4"
"My partner and I were in the area looking for a bite to eat and landed here thanks to the great Yelp reviews. We tried the Turkish and the Royal. Both were...","4"
"Great drinks with a cool Atmosphere. The ladies working here were very friendly and readily offered us suggestions, being were visiting the area. Drinks...","5"
"This was such a fun place!  A friend, who's a local, recommended it since it's her favorite spot.  I'd say it has a Jamaican/Caribbean vibe and is in the...","5"
"The Mutton was Spicy Good.Just so you know... Between the music,and the people trying to talk over the music, it becomes an extremely loud place. I had...","4"
"Glad to see them back open with inside seating. It's a pity the ramen isn't happening right now but the bbq is fantastic! The bacon wrapped jalapeños are...","5"
"Very good place for American BBQ. I shared some Pork Ribs, Beef Brisket and Mutton Shoulder. The Pork Ribs and Mutton Shoulder my favorites, the former...","4"
"One word. BRISKET! After years of sampling my fair share of barbecue food, I have found the best brisket I have ever eaten in London! Moist, juicy, melts in...","5"
"Absolutely amazing cafe with the best English breakfast I've had in London.  The price point is almost not believable for the quality and quantity of food....","5"
"This is the best breakfast spot in all of London.  Fast paced, great food, reasonably priced.  Hands down, best breakfast spot.","5"
"I have to thank this cafe for introducing me to the traditional English breakfast many years ago. I've tried many since then and although some have been...","5"
"Fascinating decor, attentive and friendly service, and the only place in London you can get the DKA - Dominique Ansel's take on the classic Breton ""kouign...","5"
"i am a huge fan of all things DA, this location did not disappoint! the decor was beautiful (treehouse themed as the name suggests) with a bright and airy...","4"
"I am a huge fan of Dominique Ansel! I love his cookbook ""Secret Recipes"" and I love visiting Dominique Ansel London which opened in 2016. I was very...","4"
"I love spicy food... and for those of you in the know, that's exactly what you get when you order Sichuan.We initially popped in because for a late lunch...","5"
"Crammed full of London Chinese, MaPo is serving up spicy and interesting Sichuan dishes in an unspicy and uninteresting location (Surrey Quays). A rather...","4"
"Greatest Chinese in London!Have been leaving here for about three years and tryed different Chinese restaurants, in my opinion this will be the top! The...","5"
"Ok, this was the best brunch i had in my life. We waited on the queue for 30 minutes, absolutely worth every minute. You can check my photos, the scrambled...","5"
"Being a certified foodie from LA, I'm not the easiest person to please when it comes to brunch. Next to Australians, we're kind of ahead of the game when it...","5"
"Love love this place! My bestie and I were staying in Notting Hill and we decided to come here for brunch. I thought we would have to wait for a table...","5"
"This was a really fun spot in Soho which I would recommend if you want great middle eastern food.  The Kubaneh bread and spicy experience was really nice...","5"
"Palomar is a trendy and fun Israeli restaurant in hopping Soho. The restaurant exudes the vibe of Soho itself--bustling and active, chefs shouting back and...","4"
"I've been back. And back. And back. It's always wonderful. If I go to London, I go at least once. My favorite restaurant worldwide, period.","5"
"For his birthday, my friend's only wish was to come here for an omakase and I cannot stop thinking about it! I had to make about 200 calls to get a...","5"
"If you have watched Jiro sushi on Netflix.  This is probably about as close as you get to it.  Only a few seats available in each seating and it is probably...","3"
"DELICIOUS! After calling 180 times (not an exaggeration), I finally got a reservation for what was a lovely dinner. Bear in mind my expectations for the...","5"
"I came with my girlfriend because we miss our country. Always that we go to a Spanish restaurant outside of our frontiers, we were a little afraid of what...","4"
"Service is very slow. We had  to ask  multiple times for water and our check. Tiny tablle and all our tapas came out at the same time. We didn't know where...","2"
"Nearly 6 years ago I passed by Carmen and thought ""that place looks nice"" - a thought I've continued to have until I finally came here last weekend....for...","4"
"10-14-2017Very authentic Japanese restaurant even though the name sounds like Canada. The chef's last name is Kannada and I think that is why the...","5"
"Food was okay. Place is too small and very close to each other. Service was good. Nothing much to say since food was just okay maybe its just me dont take...","3"
"Took a last minute solo trip to London (summer 2019) and did no planning! Did a quick search on Yelp and came across Kannada-Ya; the reviews seemed...","5"
"This place is SO. GOOD.The owner is such a great conversationist while you wait for your pie, too. He was unfortunately closing early as we ordered, as he...","5"
"Affordable and filling!We went to Pieminister after visiting the Tate Modern. We sat outside at one of their tables after ordering at the counter. I got...","4"
"Wow, Pieminister was the most affordable AND most delicious meal I had in London. I realize that it doesn't look the most appetizing, but don't let its...","5"
"Best fish and chips I've ever had. I had the Cajun Fish and it was perfect. The chips were fresh slices of potatoes and the sauces were homemade. Portions...","5"
"The fish and chips were okay here.  My husband was a little surprised because it was made out of ""real"" fish lol.  The fish came from fillet where they kept...","4"
"THIS is THE place for fish and chips in London! I ate dinner here for the second time during my most recent trip to London. Hook is located in Camden...","4"
"Good Korean restaurant. I had a Bulgogi which was really well seasoned and fairly priced (GBP 9.95) given the good portion and quality of meat. Service is...","4"
"New vegan, so I saw the sign as I was driving, very happy I stopped! I ordered the vegetable tempura, kimchi, veggie bimbap, and the thick noodles. I ate...","5"
"Eggslut in London is absolutely delicious and amazing! It's a little piece of Los Angeles in the centre I'd London. The eggs were delicious, and the bun was...","5"
"OMG THERE'S AN EGGSLUT IN LONDON!!!People of Notting Hill: You don't know how unbelievably lucky you are to have an Eggslut!I hail from LA where Eggslut...","5"
"Holy crap that's a good bacon egg and cheese sandwich. Had to hold back on ordering a second!","5"
"I came here because of the great reviews. Once again Yelp led me to a gem. I was warmly greeted as I walked in and was quickly seated. Even though I came in...","5"
"Food: Pappardelle RaguAbsolutely amazing!! Probably one of my top eats in London!! I got the pappardelle ragu, which blew my mind with the fresh pasta and...","5"
"This is one of our top 3 London restaurant faves! We cannot wait to return!My husband and I are very tardy with this review; please forgive us! We dined...","5"
"Came here for the sunday roast and had a good time. The food was delicious and we tried some good beer. Note that almost everything is self service. We...","4"
"Great bar featuring a nice selection of craft beers from the UK. It's nice to switch it up if you're looking for something besides Fuller's beers. The place...","4"
"Nice local pub on a neighborhood street a few blocks from Victoria.  They cook up a proper burger, but most people were there for the beer.  Milk stout was...","4"
"What can i say about Seoul Bakery? It is my favourite korean restaurant.I went to London and i was craving for korean food and i had the best time there....","5"
"Superb place, i went to many Bakery around the city, but was not satisifed. One of my friend recommended this Bakery and i really find it...","4"
"When I went to London for the first time a few months ago I wanted something different from European food and the thought of fish and chips just wasn't...","5"
"My friend and I got the carbonara without bacon, and it was absolutely amazing! The serve came to mix the pasta in a massive cheese bowl before serving it...","5"
"Big Mamma Group has done it again. If you're a fan of their Paris restaurants, Gloria will not disappoint.  While there are new dishes on the menu, they've...","5"
"Gloria is super romantic and cozy. The decor is cute and eye catching. Sitting in our table alone was fun for look around. I love the attention to detail...","5"
"Quick, no-frills type of place to grab a bite. The food is good, and service is relatively fast. It's one of those places where you come for comfort food to...","4"
"Gah I'm torn about this place.  After a long day at the office and travelling I felt ravenous. Seeking out what was hot in the area I came across this place...","3"
"Misato is easy to miss from the street, but it'd be a shame if you did! In a city where large, comforting portions in a thoroughly unpretentious setting can...","5"
"The food was incredibly good. The cocktails were unique and tasty. I recommend ordering anything that comes in the clay pot -- absolutely delicious. Plus,...","5"
"I pretty much have an undying love for kiln. I discovered them over the summer and have been going back constantly ever since. I love the rotating menu but...","5"
"Very good southeast asian foods. We got a chance to sit in the kitchen bar to watch the staffs preparing foods, they were very friendly.","5"
"A local gem. Very warm and friendly dining experience in a uniquely decorated setting. It's a family owned restaurant and this shows itself in every part...","5"
"Ethiopian is top 3 one of my favorite foods! When I was visiting my friend one weekend, we stopped here for lunch. It's a small establishment with...","5"
"I have been meaning to try this place for aaaaaages, so I am so glad that I finally made my way here! I tried one of the sharing platters with 2 friends....","4"
"I'm not sure why this place gets lower ratings.  Maybe it's the price that others found to be out of line, but we found Sexy Fish to be worth every penny....","5"
"Our go to place for a fun celebration outing with great food. Great vibe inside , great staff, great menu and any drink you would imagine.","5"
"Wow, extremely impressed with SexyFish. I want to start this review by giving major kudos to our bartender, Maria. After we first arrived at SexyFish, she...","4"
"We specifically drove to the area for a different restaurant however Scott's caught our eye and we skipped on over there. Glad we did. Service was...","5"
"It's been about 2 years since I came here for the first time. As soon as I arrived in London, I wanted to come here. Very busy. Food was as great as I...","5"
"Not too much to say about this restaurant other than magnificent food, service and atmosphere. About £100 pp, 3 courses with an aperitif and a bottle of...","5"
"Went here because of the reviews and glad I didThey have the same price for take away as well as sit down which is unusual in LondonI come to London 3 or...","5"
"This restaurant is so good! We loved it. First time in London and we were looking for a restaurant near our hotel. Of course we got fish and chips. The...","5"
"You can't go wrong visiting here. Went with the cod w chips and both were spot on.  Serving sizes were more than adequate, plus the made in house tarter...","4"
"A true surprise finding a genuine Italian restaurant in Chinatown. These guys are the real deal...hand-tossed pizzas, amazing pastas, delicious protein...","5"
"I ordered the truffle Pappardelle and he had the gnocchi in cream sauce which I will have to mention was superb. I enjoyed my dish however the pappardelle...","4"
"Very nice small restaurant with an excellent wine selection, delicious food and genuine Italian staff.","5"
"This was a pilgrimage of sorts, very well worth the effort. I can't recommend it enough to anyone with respect for nose to tail cooking and eating!I...","5"
"St John is well known by now, championing nose to tail cooking. Overall, it was excellent food, but rich and heavy. Even so we managed to order the...","4"
"Yes, all the hype is true and it's worth the trip. There's construction on the outside which got us a little confused as to the location, but it wasn't that...","5"
"Great dinner in this small place close to my hotel. Wonderful service and excellent food. Melon,prosciutto and basil sorbet was the perfect start on a hot...","5"
"Great food and good service, unfortunately for me, there was a very loud table of 8 ladies getting together and that certainly damped the enjoyment of the...","5"
"Whenever I want to get away to a more quiet part of London, I go to Swiss Cottage. Here I found French fare at fair prices. Bradley's offers a two course...","4"
"Truly some of the best steak I've ever had. To give you an idea of how good it was, I'm writing this review three years after I was last in London (and at...","5"
"The flat iron steak here is great, and at an affordable price! Really cute restaurant with cool vibes. For sides we ordered the mashed potatoes, the...","4"
"The flat iron is of course a to go place in london. It has many branches so you can go to whichever is convenient for you. So this is a to go place in...","4"
"招牌生煎包! The pan friend dumplings here are so good. They are full of soup and piping hot. You have the option to get 4 or 6, and they're ready fairly quickly...","5"
